feature_id,text_id,duplicate_group,source,split,direction,fraction,sign,dose,interaction_norm,beyond_gain_norm
28027,757,757,fineweb-edu-sample,fit,random_0,0.01,1,0.1,0.0018909647720122334,0.0014669022079630404
28027,757,757,fineweb-edu-sample,fit,random_1,0.005,-1,-0.1,0.00021041868042478951,0.00020047003333519093
28027,757,757,fineweb-edu-sample,fit,random_1,0.005,-1,0.1,0.0002245538524037611,0.00021127406600913832
28027,757,757,fineweb-edu-sample,fit,random_1,0.005,1,-0.1,0.00022795260070915653,0.0002267735623589056
28027,757,757,fineweb-edu-sample,fit,random_1,0.005,1,0.1,0.00022984342442732735,0.00022831429939172704
28027,757,757,fineweb-edu-sample,fit,random_1,0.01,-1,-0.1,0.00044785341973840886,0.00038571467043552654
28027,757,757,fineweb-edu-sample,fit,random_1,0.01,-1,0.1,0.00046379590153363174,0.000395342886405004
28027,757,757,fineweb-edu-sample,fit,random_1,0.01,1,-0.1,0.0004956354698252214,0.0004720076418368027
28027,757,757,fineweb-edu-sample,fit,random_1,0.01,1,0.1,0.0004906614968871154,0.0004728841689613869
28027,757,757,fineweb-edu-sample,fit,random_2,0.005,-1,-0.1,6.869765649205018e-05,6.442270087185415e-05
28027,757,757,fineweb-edu-sample,fit,random_2,0.005,-1,0.1,8.639178720471115e-05,7.307288213727739e-05
28027,757,757,fineweb-edu-sample,fit,random_2,0.005,1,-0.1,5.736531360229714e-05,6.782050734505851e-06
28027,757,757,fineweb-edu-sample,fit,random_2,0.005,1,0.1,7.535385057741797e-05,1.879558991152245e-05
28027,757,757,fineweb-edu-sample,fit,random_2,0.01,-1,-0.1,0.00016703191153664724,0.000167031592252462
28027,757,757,fineweb-edu-sample,fit,random_2,0.01,-1,0.1,0.00019278202554237937,0.00018769335805440872
28027,757,757,fineweb-edu-sample,fit,random_2,0.01,1,-0.1,0.00015615597914556272,4.346158616998413e-05
28027,757,757,fineweb-edu-sample,fit,random_2,0.01,1,0.1,0.00018088916740834605,7.099641286569801e-06
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.005,-1,-0.1,0.0003568733521185662,0.00024850114013298604
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.005,-1,0.1,0.0003576596563834987,0.0002607472245767586
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.005,1,-0.1,0.000334734250972797,0.0002265984726794015
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.005,1,0.1,0.0003471783860143605,0.00024306503479776823
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.01,-1,-0.1,0.0007372204723799135,0.0005003102408949327
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.01,-1,0.1,0.0007371908634474371,0.0005313261499451863
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.01,1,-0.1,0.0006589641097115804,0.0004186656033349046
28027,757,757,fineweb-edu-sample,fit,approx_spectrum_matched,0.01,1,0.1,0.0006561322614061063,0.00043910499205725633
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.005,-1,-0.1,0.0010874714400123326,0.00010163064446455484
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.005,-1,0.1,0.001081505043957098,0.00010026853024678941
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.005,1,-0.1,0.000975488676762749,0.00016333691048455812
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.005,1,0.1,0.0009735838952651701,0.00017013476977244786
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.01,-1,-0.1,0.002271333106725571,0.00012212384761735157
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.01,-1,0.1,0.0022662212063713667,0.00012186407976011049
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.01,1,-0.1,0.001855826696264433,0.0003813502592146892
28027,757,757,fineweb-edu-sample,fit,leading_pc,0.01,1,0.1,0.0018474961391468714,0.00039079124782244153
28027,757,757,fineweb-edu-sample,fit,shuffled_labels,0.005,-1,-0.1,0.0005707270699298723,9.845803166269224e-05
28027,757,757,fineweb-edu-sample,fit,shuffled_labels,0.005,-1,0.1,0.000586712228497842,9.719060182111945e-05
28027,757,757,fineweb-edu-sample,fit,shuffled_labels,0.005,1,-0.1,0.0005601543926700521,0.00010268410832212512
28027,757,757,fineweb-edu-sample,fit,shuffled_labels,0.005,1,0.1,0.0005546917766692448,9.935784374508964e-05
28027,757,757,fineweb-edu-sample,fit,shuffled_labels,0.01,-1,-0.1,0.0011666617969509274,0.0001889681195204815
